name,type,user_name,rating,review_date,reviews
Breaking Bad,(TV Series),dhoomysul,10,29 June 2022,I don't know why i didn't see The Godfather till now but after watching the offer it was time for me to watch this masterpiece. And i was glad I watched it for the first time after I finished the offer. All i can say is this is truly one of the best movies out there.
Breaking Bad,(TV Series),Uriah43,10,9 March 2020,"Based on the best-selling novel by the same name, this film begins in 1945 at a large party hosted by the head of the most powerful organized crime family in the United States ""Don Vito Corleone"" (Marlon Brando) to celebrate the marriage of his only daughter ""Connie Corleone"" (Talia Shire). As per Sicilian custom, several people have arrived to ask him a personal favor knowing that he cannot refuse during this particular event. It's also during this time that his youngest son ""Michael Corleone"" (Al Pacino) arrives having taken time off from his duties in the Marine Corps to attend. Unlike his older brothers ""Sonny Corleone"" (James Caan), ""Fredo Corleone"" (John Cazale) and his adopted brother ""Tom Hagen"" (Robert Duvall), Michael wants no part of the family business and Vito is respectful of that decision. Unfortunately, things don't go quite as planned and-like it or not-Michael is soon thrust into the situation due to matters outside of his control. Now rather than reveal any more I will just say that this was an outstanding film which combined great acting with a very deep and intricate plot. And to further illustrate its significance it was honored the following year with three Academy Awards and five Golden Globe Awards as well. In short, this is an excellent movie I strongly recommend it to all viewers looking for a film of this sort."
Breaking Bad,(TV Series),c-hudson1,10,2 October 2014,"Godfather is a groundbreaking and truly original piece of legendary film. With a cast of Oscar winners and awesome script, this film feels like you have been implanted into the scene of a real environment. Life like acting with emotive vibrations, grips you from the offset, with a compelling story that seems to get more intense and exciting as the film rolls on. This film will never get old and I have the lost the count how many times I have watched the famous trilogy. Having owned this on Video, DVD and now Bluray, I can honestly say this will be in my collection for all time. True classic. "
Breaking Bad,(TV Series),Fox in Socks,6,17 June 2002,"Even quite tense at times - that restaurant scene had my heart pounding, as did the hospital scene. But it is overhyped. Okay, scene composition and direction are top notch, yadda yadda, acting is phenomenal, but you can't watch it without thinking ""everyone says this is the greatest film of all time"". Well maybe it is for some, but the film suffers from high expectations as a consequence. Not that you, gentle reader, are interested, but I didn't rate it as highly as Apocalypse Now, Seven Samurai or even Star Wars, but it deserves a respectable 8/10 and if you haven't seen it, its worth 3 hours of your time."
Breaking Bad,(TV Series),Roxy100,1,8 December 2014,"I watched the DVD recently because everyone seems to be hyped about this 'greatest movie on earth'!! Well, I wouldn't waste your valuable time any further writing a lot here after wasting my good 3 hours watching so called God Father. I nearly died of boredom. Simply, this is one of the most boring, longest movies I have ever watched. And it is horrible! Is it a great story? No. Is it a great movie? NOT AT ALL!! It is just a welded work of so many boring, long celluloid pieces together. There is no stature, depth, matter or even an exciting plot. After all, Brando is a good actor but not that great in this one for sure. And I am still at a loss to understand why people give this rut 9.2!! It would of course be totally right just without the 9!"
Breaking Bad,(TV Series),Balboa627,10,9 December 2007,"The perfect movie. Wish they could make some more like this! The perfection achieved in story, the drama and tension and stakes and the unbelievable performances by the entire cast, from top to bottom, add up to a theatrical experience, journey really, that achieves the potential we all hope for when we go to the movies. Amazing work that more than stands the test of time. I wonder if film producers and studios and directors today might take a cue from the film making process that was in place for this film. The freedom that Coppola had to put together his creative team, including many unknown actors in lead roles, even Brando at the time was considered un-hirable - was so critical to the success of the film. And yet today studios and producers think filling up their movies with ""names"" is the key to good film making, or film selling rather. But isn't film selling predicated upon having a good film to sell? So why not let the filmmakers fulfill their vision with the right characters, not the right names. We just need look back to films like this to see that part of what made them so great was the ability to fill them with actors that we could really believe were the characters they were playing. Not movie stars dressing up to sell tickets. It's just not the same out there anymore."
Breaking Bad,(TV Series),V-Frye,10,20 July 2018,"Of course, a million movies imitate all the superficial aspects, the mafia stuff that's become cliche, but they don't really try to make a movie like THE GODFATHER. Maybe they're just being realistic - not many people could pull off a movie that good. But still. Let's see some striving, people. True greatness has been proven possible. You'll never get it unless you try."
Breaking Bad,(TV Series),giorgiofficial,10,23 February 2021,One of the best films! Probably the best gangster - mafia drama of all time!
Breaking Bad,(TV Series),ffmontage,10,26 October 2023,"The Godfather, directed by Francis Ford Coppola and released in 1972, is not just a movie; it's a cinematic masterpiece that has left an indelible mark on American film history. With its compelling storytelling, brilliant acting, and impeccable direction, The Godfather stands as one of the greatest movies ever made."
Breaking Bad,(TV Series),jb-448,10,7 September 2007,"The very best film of the seventies. The very best film of the 20th Centuatry, the very best film of all time. Most definitely. While it's not my favourite film, (Pulp Fiction is the No. 1) It's in my opinion the best. The story is brilliant. The scenes whether the baptism scene or Sonnys death scene or that horribly grisly scene which involves one man one bed and a certain part of a horse, are memorable. The acting is superb. Marlon Brando's best even when he'd already played Terry Malloy and Stanly Kowloski (Two of the very best performances ever). Al Pacino's, despite what many Scarface fans might say, best performance he is great in Part One yet he is chillingly stupendous in Part 2. The list goes on. James Caan, Diane Keaton, John Cazele all shine in their own great light. Many people talk about this film but they can never sum it up right. Neither can I. It may not be the most realistic Mob film, Goodfellas would be the most in my opinion, it portrays the Italian mob so well, if anybody told me it was much different i would eat my hat. The funny thing about this is no matter how brilliant this film is the book is much better. If you haven't read or seen this film you haven't lived. Period..."
Breaking Bad,(TV Series),puschool98,10,22 January 2016,"Adapted by the book with the same written by ""Mario Puzo"" comes ""The Godfather which is literally acclaimed by the critics as the best movie of all time. It has everything: Drama, Action, Thriller, Mystery and perfect acting. It is the one movie that no one dares to criticize or hate. With stars like Marlon Brando, Al Pacio, Robert Duvall it shows you the quality of the movie at the first minutes of it even without even seeing the movie. I have seen ""The Godfather"" 10 to 12 times so far and i don't regret it a bit. Nobody does. If you haven't seen the movie yet(which is rare and unfortunate) you should. You will love it and want to watch it over and over again."
Breaking Bad,(TV Series),AbyssalWraith,10,24 August 2018,First film that got me into the Gangster category. Would highly recommend anybody to watch this whether you're in film studies or getting into the filmmaking trade or just a general movie nut.
Breaking Bad,(TV Series),melinilorenzo,10,25 January 2019,"Magnifico, very magnifico, truly magnifico, always magnifico, never-ending magnifique."
Breaking Bad,(TV Series),smla02,,30 December 2002,****
Breaking Bad,(TV Series),TexMetal4JC,6,1 August 2001,"When a movie is listed at No. 1 on the IMDb, and when this same movie is ranked No. 3 by the AFI, it has got to be a good film. And no one doubts that is what The Godfather is. Indeed, the acting is incredible, the directing awesome, the plot good and the climax shocking and beautiful."
Breaking Bad,(TV Series),peacepit,1,13 February 2002,"Long and boring and not worth writing two sentences. But since I have to, long and boring and not worth writing two sentences, long and boring and not worth writing two sentences, long and boring and not worth writing two sentences, I think you get my point!"
Breaking Bad,(TV Series),mdarhan-69908,8,7 November 2020,Very nive story . The picture cinematography and acting are awesome
Breaking Bad,(TV Series),sri_mayafx,10,16 July 2022,"Every Film maker has to watch this film, is like A Encylopedia for Film makers and we can say as bibel for film makers, lot of film makers insperied by this film and it became. Dummies for film makers, lot of aspering film makers tries to copy this film and got awards."
Breaking Bad,(TV Series),DJLordYodaX,10,22 August 2018,"ONE OF THE GREATEST MOVIE MADE. MARLON BRANDO AS THE DON, REMARKABLE WORK !!!!"
Breaking Bad,(TV Series),pethel1,10,12 February 2019,"Why haven't I seen one of the most popular movies of all time? Well I finally did and it didn't disappoint. Despite the length of the movie, I was thoroughly engaged throughout. When a movie has you routing for the bad guys, it demonstrates the impact of an excellent story well executed. The film is so much more than just a gangster movie. It addresses politics, family values, crime and the social norms of the time. I know that I will watch this many more times as well as the Godfather films which follow. Fast paced, excellent acting, great music all combine to make this a must see."
Breaking Bad,(TV Series),EyupOzkarabulut,10,10 June 2022,"F.ford capolla's best movie this slow pace and mafia atmosphere slowly draws you in and you go deep into the era al pacino's debut movie.f.ford capolla's best movie, this slow pace and mafia atmosphere slowly draws you in and you go down to the depths of the era al pacino's debut movie and actually it's not that big of a budget movie, but the effect it left on you is very big marlon brando is a great actor."
Breaking Bad,(TV Series),teddy_unstead,9,19 November 2012,"Due to the restrictions of the 10 point voting system I have been forced to settle on a 9/10 rating, however I prefer a more accurate score, and that would be 8.9 stars."
Breaking Bad,(TV Series),ethlaid,10,22 February 2021,"The masterpiece brought to screen by the fabulous Francis Ford Coppola is nothing more than true perfection. The Godfather is flawless - acting, cinematography, characters, plot... everything builds together perfectly and is simply perfect"
Breaking Bad,(TV Series),i_numb,10,15 February 2021,Cant believe this movie is from 1970s. Its the first time i gave a movie 10/10. Easily this could be the best Movie in the history of Hollywood.
Breaking Bad,(TV Series),katiepowell-00653,6,18 July 2022,The Godfather shows character development extremely well and the minimal action in the film is engaging but the film overall is convoluted and dull. I personally wouldn't put this in a top 100 list but maybe I'm missing something.
Breaking Bad,(TV Series),The Love Dragon,2,8 February 2001,"I saw this movie years ago, and I loved it. It was my favourite movie. This morning, I watched it again, and began to pick it apart."
Breaking Bad,(TV Series),Forzforz2-1,10,23 June 2007,"I was happy to see this on one of the cable channels the other day and we watched it. There was nothing dated about it. There we no special effects, no cookie cutter acts and scenes. It was a relief."
Breaking Bad,(TV Series),mikayakatnt,10,4 March 2020,"This film isn't for everyone, I admit that. But for those who enjoy a good story but don't mind the wait to climax, WATCH THIS."
Breaking Bad,(TV Series),yenlo,9,14 May 1999,"Clearly a film masterpiece in every sense of the word. Superb filming of each scene. From the moment of the opening line ""I believe in America"" by the desperate for revenge and justice undertaker Bonasera to the closing line ""Don Corleone"" by the loyal capo Clemenza the viewer watches art in the form of a motion picture."
Breaking Bad,(TV Series),TheDoubleO7,10,11 October 2019,"I have one word, this movie is a masterpiece.
remains a reference for anyone loves make movies!"
Breaking Bad,(TV Series),javidx-37980,10,20 February 2019,One of the best movies I've ever seen in my life. There is no better movie in your world than this movie
Breaking Bad,(TV Series),gillmurphydogg,10,24 January 2023,"There's a reason this film continues to top the charts as being the best film ever made. Even for it's time, the writing, acting and direction were great. I often forget when this film was made as I'm watching it as the piece is timeless."
Breaking Bad,(TV Series),brightube,9,21 July 2018,One of the greatest films of all time. MUST Watch for all generations.
Breaking Bad,(TV Series),pooch-8,,16 March 1999,"The Godfather is as beautifully directed, photographed, designed, edited, scored, and performed as any American film -- it is a masterpiece in the broadest sense; a colossal accomplishment for Francis Ford Coppola in the decade he virtually owned as a popular and artistic filmmaker.  Indelible scenes need only a word or two to ignite the memory: the baptism, the horse head, Sonny's fate, the restaurant murder, and the list goes on.  Brando and Pacino are fantastic, but I love to praise the work of James Caan and Robert Duvall.  Their roles might be smaller, but I couldn't imagine the film without them.  The fury with which Sonny unleashes the brutal beatdown of Carlo is palpable, and I adore the brilliant impartiality and distance kept by the camera (it seems to hover in medium shot just far enough to keep the children playing in the opened hydrant in frame during the course of the pounding) as well as the other onlookers who know better than to get in the middle."
Breaking Bad,(TV Series),bt698nhj,6,23 November 2016,"I guess the same kind of folks who made The Sopranos one of the highest-rated TV shows in history made this film a 9.2 on IMDb. I sure don't get it. I think there is also a slight bias towards rating longer movies higher. Quantity does not equal, or compensate for the lack of, quality."
Breaking Bad,(TV Series),rey_rahul_rj,5,3 October 2021,Nice one. I recommend must watch. I saw this 1000 time.
Breaking Bad,(TV Series),ezekweemmanuel-36186,10,5 November 2020,Can't stop watching and playing this best action scene on my PS3.
Breaking Bad,(TV Series),anaslopez,8,29 November 2018,"Best film ever ive never seen. All of them are incredible.
must watch"
Breaking Bad,(TV Series),omaraldossary-86628,10,19 February 2021,I said geod father how funny I'm? But let's be honest amazing job
Breaking Bad,(TV Series),bigbin-36342,10,31 August 2022,This masterpiece is never get bored watching it. Best move every time i see it i learn something.
Breaking Bad,(TV Series),msalihkilic,10,5 August 2023,"It is a perfect production in a word, both with its shooting and acting. It is truly incredible that the atmosphere of being able to live in the film, which cannot be made now despite the year it was made, was created in those years. You can learn a lot about life from this movie. If we need to examine the soundtrack of the movie, all the sound arguments in the movie, including the effects, are handled properly. I had goosebumps the first time I heard the music that reminded me of this movie when heard. When we examine the scene shots in detail, it is as if the mimics of Al Pachino, who plays the character of Michael, are watching through his eyes. I invite those who haven't watched it, no matter how old they are, to watch it...."
Breaking Bad,(TV Series),Marcuslemaunkirk,10,27 May 2020,"I must have watch this a 1,000 time amazing story and acting"
Breaking Bad,(TV Series),banxjude,9,26 April 2018,This is one of my favorite movie. The videography was amazing. Styling and costumes were on point. Overall beautiful.
Breaking Bad,(TV Series),stephanieamstutz,9,9 November 2012,"The movie ""The Godfather"" is an awesome movie! Some things that inspired me to watch the whole series was: tension, characters, and the love. All of these thing brought the movie to life. It was the most dramatic thing ever; however it was sad. "
Breaking Bad,(TV Series),pthamura,,9 May 2016,"While some may claim showing the scenes in reverse is just an annoying trick to make a simple plot confusing and add a plethora of twists, I wholeheartedly disagree. Any good story teller knows it's not what you say, but how you say it."
Breaking Bad,(TV Series),moonspinner55,7,18 March 2006,"Heady, scalding adaptation of Mario Puzo's bestselling book about Italian Mafia family as seen through many years time. Flawless production design and palpably tense, prickly atmosphere are two of the picture's many riches, and indeed Marlon Brando's performance as the family patriarch is an incredible characterization, though several of the other characters don't always come off and the repellent violence is occasionally presented in a ham-fisted manner (with too much wicked glee behind the bloodshed). Francis Ford Coppola directed the proceedings like someone who has lived and breathed this material, and he doesn't allow his love for movie-making magic to cloud the realism of this family's dark dealings, but he perhaps allowed the cast too much free reign and some sequences tend to ramble. Won Oscars for Brando as Best Actor (he refused it), Coppola and Mario Puzo for their adapted screenplay and for Best Picture. Followed by two Coppola-directed sequels in 1974 and 1990. *** from ****"
Breaking Bad,(TV Series),leeeroy,1,6 April 2004,"Sorry, but i can't believe that this is the most popular film, it dragged on for so long i didn't even see the ending. Don't get me wrong, i love gangster films but this was so unengaging and that by the time Al Pacino shot the 'Bad' copper i had to turn off."
Breaking Bad,(TV Series),suleiman-96114,10,16 January 2016,"The remarkable thing about Mario Puzo's novel was the way it seemed to be told from the inside out; he didn't give us a world of international intrigue, but a private club as constricted as the seventh grade. Everybody knew everybody else and had a pretty shrewd hunch what they were up to."
Breaking Bad,(TV Series),adhamth,10,23 July 2023,This movie is my favourite movie ever it is the best especially marlon brando and al pacino these actors are amazing 👏 👌I really like the start and the ending I the story itself is amazing I am really speechless no body can make a movie like this it those great actors it really deserves number one.
Breaking Bad,(TV Series),as-88306,10,17 January 2019,"It absorbs us so effectively it never has to hurry. There is something in the measured passage of time as Don Corleone hands over his reins of power that would have made a shorter, faster moving film unseemly. Even at this length, there are characters in relationships you can't quite understand unless you've read the novel."
Breaking Bad,(TV Series),minister_of_silly_walks,10,3 September 2020,"To put it short, ""The Godfather"" is a timeless masterpiece. It is as close to a perfect movie as you can get to. It has an amazing script which is directed masterfully by Francis Ford Coppola. The cast is Hollywood royalty from top to bottom and everyone plays their part to perfection. Of course, the stars of the film are Marlon Brando as Don Vito Corleone and Al Pacino as Michael Corleone. Both of the actors give career defining performances portraying arguably two of the most famous characters to be ever put on film. The film is filled to the brim with unforgettable scenes and quotes all of which work seamlessly together in crafting a highly re-watchable masterpiece of cinema that will equally satisfy the casual moviegoer as well as the most harden film critics."
Breaking Bad,(TV Series),LeonZerkalo,10,7 May 2024,"""The Godfather"" is a timeless masterpiece that captivates audiences with its intense storytelling, unforgettable characters, and iconic performances. Directed by Francis Ford Coppola, the film dives deep into the intricate world of organized crime, focusing on the powerful Corleone family. Marlon Brando's portrayal of Don Vito Corleone is legendary, bringing a complex mix of authority and vulnerability to the screen. The film's narrative, exploring themes of loyalty, family, and power, is both compelling and thought-provoking. The cinematography and score are outstanding, creating a rich and immersive atmosphere that draws viewers into the mafia underworld. ""The Godfather"" stands as a cinematic triumph, setting a high standard for storytelling and character development. Its influence on popular culture and the gangster genre is undeniable, making it a must-watch for any film enthusiast."
Breaking Bad,(TV Series),legend-25,10,26 August 1999,"Without the Godfather cinema is missing its backbone.  Often heralded as the greatest movie in history, I would not dare disagree.  This is the only flawless material this world has ever made.  The script could not be better even if Shakespeare wrote it.  The direction could not be better if Spielberg directed it.  The acting could not be better if a gun was held up to the head of each actor.  Marlon Brando gives the single greatest performance by an actor this millenium, winning the best actor oscar hands down.  It just goes to show the entire world no actor has ever been better (On the Waterfront, A Streetcar Named Desire, Viva Zapata...)  Al Pacino was also stunning in his early career and showed signs of becoming the best actor of his generation (which he is, just barely ahead of De Niro and Hoffman).  James Caan and Robert Duvall also put in stellar performances which garnered oscar nominations for them both.  The Godfather should be studied in school to show what the partnership of perfection and complete mastery can do for a picture.  This movie is not at all matched by it's sequel or any other movie for that matter.  I would give my left arm to go see it on theater (c'mon i can't give my right arm i need that to press play and watch it at home).  No accomplishment by Da Vinci in innovation or Van Gogh in art can match what the Godfather has done for cinema.  Nearly number one on every single famous list in the world its an inspiration.  Vito Corleone (Marlon Brando) shows such insight and power in leading a family I wouldn't mind letting him run America as President.  I own three copies of this movie one for breakfast, lunch and dinner.  I recommend this movie for anyone who can breathe.  rating/10.  PS contact me for any more recommendations on movies, they don't call me the ""tree of knowledge"" for nothing."
Breaking Bad,(TV Series),jacals-montfy,9,28 December 2020,"The Godfather follows Vito Corleone, the titular character, sinisterly played by Marlon Brando, as he tries to develop his son, Michael (a young and excellent Al Pacino) to become the 'Don' of the Corleone family, albeit in a violent and dangerous, Mafia dominating New York."
Breaking Bad,(TV Series),salmanqureshi1,,6 March 2023,"My advice is that instead of just watching ""The Godfather"" and ""The Godfather: Part II"", see the combined version they created for television--with additional scenes that made it a very rich experience. A very good movie."
Breaking Bad,(TV Series),Bondo20,7,2 February 2002,"The Godfather series stands as the best in the mob dramas, but"
Breaking Bad,(TV Series),BigWhiskers,1,18 December 2006,"A 9.1 on IMDb? cat-scans please .I've never seen a worse depiction of Italians in my life. More like caricatures and stereotyping Italians from the turn of the century as smug talking idiots with Im gonna bust you upside yer f** head as the main dialog - every one is depicted as a ghetto talking grease monkey. Marlon Brando is a disgusting fat slob of a mafia boss - his offer you cant refuse scene is so laughably bad. All the rest of the cast looks like something out of a bad B movie with tough guy talk and slapping women around to be macho. James Caan is simply awful - he always trys hamming it up in every movie hes in as does Al Pacino. The movie itself is a disjointed mess with nothing but boring chatter and hearsay scenes in-between shooting people up or beating people up. Sure the mafia was bad and terrorized people but this movie just basically makes it look like a pay us for protection racket type thug movie. Overrrated,badly acted and boring. I give it a big fat zero."
Breaking Bad,(TV Series),Leogetz100,10,18 May 2016,"The Godfather is an absolute ""Classic"". Both Al Pacino and Robert DeNero killed their roles. It's not often we get a movie with such in-depth detail as to why things happened the way they did. Politically correct in every ""bad"" way. I was very young when i first seen this movie and really didn't grasp the exact concept. Now, as an adult, it all makes sense. If anyone reading this has never seen this movie, I recommend you watch it and the others as well. It might even touch home with most that grew up in these neighborhoods and countries during the date allocated within the film. Film makers and anyone acting should make it an occupation to watch this film. Exciting, passionate, dramatic. These are the words I use to best describe my experience with watching this movie. It has also sparked my interest in making my own films. The action and originality of the film makes me want to create a movie just like this one in modern day times. Thank you Godfather, for you have given me much needed inspiration."
Breaking Bad,(TV Series),Marvalbeatz,10,6 November 2023,"Despite its nearly three-hour runtime, there's no need to fret about the duration. The movie effortlessly captures your attention, making time seem to fly by."
Breaking Bad,(TV Series),rahulchandra-15255,10,5 March 2021,"A must watch for all film enthusiasts and lovers. The acting, story, the direction it's extraordinary and the movie is released in 1972 that's remarkable."
Breaking Bad,(TV Series),Timbo_Watching,9,25 March 2020,"This film was way ahead of it's time, even to this day it's still the pinnacle of a masterpiece. Every single element of this is amazing. The cast, the acting, the writing, the settings, the directing... despite it being quite a long film, whereas I am known to be distracted more easily the longer a film is; this film made me hooked on it until the very last second. I just absolutely love the story too, such a well crafted Italian gangster film all about ""la familia"".. if you haven't seen this film yet what are you doing?? Watch it right now!!"
Breaking Bad,(TV Series),bigdog-05144,10,31 May 2021,This is the movie that I use as a reference for all others to understand the best elements of Film.
Breaking Bad,(TV Series),valentyn1992-78-546712,10,19 September 2014,"The movie is more than worth watching, it is one of the classic movies of the American cinematography. Al Pacino is as always great. And the story, the atmosphere and the spirit of Italian-American neighborhoods, of ""old school"" mafia, ""La Cosa Nostra"", was transferred amazingly great. You shall see lots of interesting stuff about Italian Mafia traditions, about their Code, that used to value back in the days. In my humble opinion, the second part (The Godfather II) is not as good as this one, and you should definitely see at least this. I remember I first heard of this movie from my grandfather. And if he advised the movie, it meant that it's good indeed. This one was not an exception."
Breaking Bad,(TV Series),sayandutta-01381,10,18 September 2021,Coppola and Maria Puzo take you on a journey through the shadiness of the mafia world where we witness the greatest character arcs ever. The cinematography and camera placement of this movie are what makes it different from conventional gangster films.
Breaking Bad,(TV Series),Underius_7,9,8 October 2022,"The great example of how to execute a scene Synopsis Michael arrives to visit his father at the hospital and realizes that no one protects him and he knows that he is too vulnerable. It is a very difficult situation but Enzo arrives and says that he can count on his help and Michael tells him that he is waiting outside the hospital (at the door) Enzo obeys He throws the flowers away, puts his hands in his pockets and lifts her collar. (remember that Enzo and Michael are not used to dealing with this type of problem, they are not murderers, they are just 2 people outside a hospital)After that action, a car is seen arriving, but seeing precisely 2 guys standing outside, they prefer not to take risks and do not go in to attack. They realize? With just an action as simple as being outside a hospital, they stopped the possible murder of Vito Corleone And it is not unlikely at all, on the contrary, it is very logical that they would not want to enter just by seeing them there since they deduced that there would be more than them. It is impressive how they manage to narrate this whole situation and solve it in a simple but logical way If you think about it, this whole scene contains the 4 levels of conflict And it is essential since Michael for the first time acts as a corleone With this you realize that no, it's godfather it's not like any movie it's ART. The entire film is narrated by someone who knew exactly what to tell and how to do it, and this can be easily seen by how a simple action of standing outside a door has everything to do with it. A plot weight behind. This doesn't need great special effects or illogical stuff, this had a great writer, director and acting. Without a doubt, no one can deny that The Godfather is a masterpiece."
Breaking Bad,(TV Series),gintasdanil,,25 January 2016,"best movie i ever seen, i watch like four times in the year...best movie i ever seen, i watch like four times in the year...best movie i ever seen, i watch like four times in the year...best movie i ever seen, i watch like four times in the year...best movie i ever seen, i watch like four times in the year...best movie i ever seen, i watch like four times in the year...best movie i ever seen, i watch like four times in the year...best movie i ever seen, i watch like four times in the year...best movie i ever seen, i watch like four times in the year...best movie i ever seen, i watch like four times in the year...best movie i ever seen, i watch like four times in the year...best movie i ever seen, i watch like four times in the year...best movie i ever seen, i watch like four times in the year..."
Breaking Bad,(TV Series),elifyagmurduran-53875,1,13 March 2023,This movie is about boring and miserable people making others miserable in a boring way. I do not get why it is so highly praised. Sure great performances from every single actor and actress - but the story is just. So. Uninteresting.
Breaking Bad,(TV Series),ranamajidkhann,10,11 March 2022,What a great movie of all times according to me. It's simply a masterpiece. Loved every bit of it. Great performances by marlon brando and al pacino. It was soo real.
Breaking Bad,(TV Series),essjayar,10,2 April 2000,"I eventually saw this film as it is widely regarded as one of the best ever made. The hype and the 10/10 ratings ARE true. This is excellent! I saw Godfather 2 first as it deals with the young Vito in part so comes (chronologically) first in the series but part 1 is the best. From Marlon Brandos oscar-winning performance to Al Pacino (the true star) this film is practically perfect. Vitos demise, Michaels rise, the downfall and eventual success of the Corleone family - all perfectly plotted. Any film that can make you care for gangsters has to be doing something right. There are some dubious moral issues, but this is a movie - you watch it to be entertained. Who can forget the horses head scene, Sonnys assassination, even the oft-repeated quotes such as `I`m gonna make him an offer he can`t refuse`... If you haven`t seen this film then watch it. I only wish I had seen this film earlier."
Breaking Bad,(TV Series),georgepeterson-97822,10,29 June 2016,"I'll start off by saying, as the title says that this is most certainly one of the best movies I ever watched. The movie is fun to watch, what's most important and it's not just for certain parts of the movie, but the whole movie all the way through from the beginning to the end is interesting and unpredictable. This is something that today's movies lack, and what the movies from the past always had which made them great. Story of the movie if fascinating allowing us to see what the real ""mobster world"", underground world to be precise looked in the 1960's, 1970's as many scenes in the movie show us. All in all this is one hell of a movie and I'd suggested to everyone to watch."
Breaking Bad,(TV Series),Kilroy-17,10,28 January 2000,"Simply put, this movie is the oracle, answer key, the blue print, for all mafia films.  There has never been a better mob movie, and there never will. Goodfellas comes pretty close, but The Godfather and Godfather II are the mold that Goodfellas was made from."
Breaking Bad,(TV Series),drqshadow-reviews,10,28 May 2020,"The mafia epic to which all others are measured. Maybe even the greatest film of all time, but I don't think that's a fair judgment to cast. In either case, Francis Coppola's much-heralded masterwork, jumbo-sized but not without good reason, still delivers. The sheer ambition of The Godfather is a sight to behold, packed full of strong characters, complicated choices, bitter twists of fate and a grand, decades-spanning arc."
Breaking Bad,(TV Series),Abhishek_Pandey,9,28 October 2012,"Well, I have seen a lot of movies in past, and will watch even more in the future. But, this one movie will always fascinate me."
Breaking Bad,(TV Series),mickelmoney,8,5 March 2019,"When I think of an ""old fashioned"" Hollywood movie I think of The Godfather. Someone who does not appreciate the early makings of Cinema will not enjoy this movie and even see certain scenes as cheesy and not realistic (Ex. When Sonny is shot to death, the marriage with Michael etc.) But when you step back and look at this being something created in 1972 these events come to life you in a new way, hence the title of a ""classic"""
Breaking Bad,(TV Series),green5463,10,19 May 2001,"If this movie is not perfect, then it may be as close as a movie can come. The people who made this movie excelled in every facet.  The writing, direction, and cinemetography are all superb, and there isn't a bad performance in the film.  Coppolla captures the look and feel of New York in the late 1940s, then introduces us to an underworld of his own creation."
Breaking Bad,(TV Series),GC-GiORGi,,2 February 2016,"It's impressive movie that I have ever seen, I love Story of Corleone family so much! Every people can learn something from this movie. "
Breaking Bad,(TV Series),ArmandoManuelPereira,6,25 February 2020,"I re-watched it today. My rating reflects that I feel it is over long, and not as vital as it may have seemed to audiences in 1972. Parts of it, in fact, are actually boring. Other scenes, particularly where their is action or violence, seem dated. On the plus side, Brando gives a mostly fascinating performance, and some of the supporting actors are also quite good. I especially liked Robert Duvall and Abe Vigoda. Apart from the acting, their is one section of the film that I did find riveting. It is when they prepare Michael to kill The Turk and the police chief. It is tense and suspenseful, and is the closest the movie comes to noir."
Breaking Bad,(TV Series),NijazBaBs,4,10 May 2019,"Basically you see messy things like killings, distrust, disappointment, suspicious people and stories, sudden things, and it does not seem like it has ending, neither positive nor negative. Ending is like beginning, except that this time it is his son. Very negative and long. Not worth watching! Maybe good for older audience, as movie is old too. Old times, no devices, cars, or anything new I got used to."
Breaking Bad,(TV Series),hardenben,10,12 October 2022,"I do not like old school movies, but it is my number movie off all times. There are certain things in life that are so exquisite that 26 Alphabets seem inadequate to adequately explain them. They go beyond the limited scope of the 26 alphabets. Instead of rating or reviewing such things, you should personally experience them. One of the most exquisite motion pictures and television shows ever made. I mean, if they were able to make such high-caliber films in 1970, which the most skilled individuals are unable to do so in 2021, then the folks who built and developed this were truly ahead of their time. It will be unusual to see this 1970s-created, 1950s-based sitcom in 2021. I have a tendency to screenshot the moments that would make the most stunning posters."
Breaking Bad,(TV Series),skylabviral,10,3 July 2022,"Unfortunately, today we can no longer watch such quality movies. This film is powerful, a good script, an excellent casting, an excellent acting and a top direction. It's hard to fine a film made so well, it's 29 years old and it's aged well. Even if the viewer does not like mobster movies, he or she will watch the entire movie, the audience is glued to what will happen next as the movie progresses. It's about family, loyalty, greed, relationships and real life. This is a great mix, and the artistic style makes the film memorable."
Breaking Bad,(TV Series),kpahwueitoerey,10,15 June 2021,This is barely a masterpiece in my opinion. The direction and acting are completely flawless but it lack a lot in writing compared to what people say. Its pretty enjoyable tho ngl.
Breaking Bad,(TV Series),akismastro,10,3 July 2016,"This film is one of the best! The acting and the chemistry between them are amazing. In this film Tony Montana is Micheal Corleone, born as the last child of Don Vito Corleone, played by Marlon Brando, the head of the Corleone family (Spoilers!: You see more of Vito's background in the second movie) , a big family in New York. But Micheal isn't like Tony, but though the movie he does some crimes for himself. The soundtrack blends really well with the sounds of the movie, you hear it but it isn't too loud, nor it's too low. Marlon and Al really make this movie. If you haven't seen it already, well buy it on Blue ray or watch it on Netflix. It gets only better when you seen all the trilogy."
Breaking Bad,(TV Series),alaalegend,10,22 December 2020,For me the godfather is not just a movie it's a school of life you can learn how to live just after watchin it
Breaking Bad,(TV Series),Katherine1985,10,25 May 2020,"This film is a must see for any movie fan,a true masterpiece of the American cinema"
Breaking Bad,(TV Series),MovieManChuck,,22 June 2018,4/4 ESSENTIAL
